lemma,sedes,x,z
φθόνος,8,3,-1.20476175771691
φθόνος,10,6,-0.389775862790766
φθόρος,6,1,
φθογγή,1,7,+0.751067616198811
φθογγή,4,2,-1.12660142429822
φθογγή,6,1,-1.50213523239762
φθογγή,8,1,-1.50213523239762
φθονέῃς,2,1,
φθονέσειε,4,1,
φθονέω,2,1,-1.73498706324628
φθονέω,4,11,+0.783542544691868
φθονέω,6,4,-0.979428180864835
φθονέω,8,2,-1.48313410245246
φθονερός,2,11,+0.981908053890394
φθονερός,4,8,-0.312425289874216
φθονερός,6,8,-0.312425289874216
φθονερός,8,2,-2.90109197740344
φίκιον,1,1,
φίλαμ’,4.5,1,
φίλασε,4.5,1,
φίλασεν,4.5,1,
φίλασον,10.5,1,
φίλῃς,4.5,1,
φίλημα,4.5,1,-1.91485421551268
φίλημα,6.5,11,+0.522232967867093
φίλημα,8.5,1,-1.91485421551268
φίλημα,10.5,1,-1.91485421551268
φίλιος,2,8,-1.11146691879094
φίλιος,4,3,-1.87714412951358
φίλιος,6,20,+0.726158386943412
φίλος,1,3,-1.46202616308478
φίλος,2,101,-0.747213799866224
φίλος,2.5,116,-0.637803744271548
φίλος,4,114,-0.652391751684171
φίλος,4.5,53,-1.09732597776919
φίλος,6,15,-1.37449811860904
φίλος,6.5,385,+1.32428325272632
φίλος,8,151,-0.382513614550636
φίλος,8.5,6,-1.44014415196584
φίλος,9,1,-1.4766141704974
φίλος,10,88,-0.842035848048277
φίλος,10.5,57,-1.06814996294394
φίλτατος,1,5,-0.92859803334642
φίλτατος,3,4,-1.12310167546628
φίλτατος,7,6,-0.734094391226562
φίλτατος,9,15,+1.01643838785216
φίλτατος,10.5,1,-1.70661260182585
φίλτερος,1,1,-1.87662972651367
φίλτερος,3,1,-1.87662972651367
φίλτερος,7,7,+0.834057656228299
φίλτερος,9,4,-0.521286035142687
φίλτρον,1,1,-1.37198868114007
φίλτρον,3,2,-0.171498585142509
φίλτρον,4,1,-1.37198868114007
φίλτρον,11,3,+1.02899151085505
φίλυπνος,10.5,1,
φίλυρες,4,1,
φῖκ’,3,1,
φιάλη,2,2,-1.78885438199983
φιάλη,4,6,+0.894427190999916
φιάλη,6,4,-0.447213595499958
φιδαλείης,10,1,
φιηότητα,4,1,
φιλάγραυλος,6.5,1,
φιλάγρυπνος,6.5,4,
φιλάκρατος,2.5,5,-2.14476105895272
φιλάκρατος,6.5,23,+0.466252404120157
φιλάμνῳ,10.5,1,
φιλάμπελος,6.5,1,
φιλάνθεμος,6.5,5,
φιλάοιδος,4,1,
φιλάργυρος,6.5,1,
φιλάσεις,10.5,1,
φιλάσω,10.5,2,
φιλαίτερος,6.5,7,
φιλαμμονίδας,6.5,1,
φιλανθέι,6.5,1,
φιλέμπορος,6.5,1,
φιλέψιος,6.5,3,
φιλέω,1,3,-1.49941141308777
φιλέω,2,10,-0.979345292332102
φιλέω,2.5,1,-1.64800173330368
φιλέω,3,2,-1.57370657319572
φιλέω,4,44,+1.54669015133829
φιλέω,4.5,7,-1.20223077265596
φιλέω,6,23,-0.0135082109287188
φιλέω,6.5,18,-0.384984011468482
φιλέω,8,17,-0.459279171576434
φιλέω,9,8,-1.12793561254801
φιλέω,10,14,-0.682164651900292
φιλέω,10.5,18,-0.384984011468482
φιλεύιος,6.5,15,
φιλεχθής,10.5,1,
φιλήνορι,6.5,1,
φιλήρετμος,6.5,9,
φιλήτωρ,6.5,2,
φιληδέω,10.5,1,
φιληλάκατος,6.5,6,
φιλητός,10.5,1,
φιλητορίδης,4.5,1,
φιλῖνος,4.5,2,
φιλῖνος,10.5,2,
φιλικός,4,1,
φιλιόω,2,1,
φιλλυρίδης,3,1,
φιλόβοτρυς,4,4,
φιλόδακρυς,4,1,
φιλόδροσος,6.5,1,
φιλόθρηνος,2.5,2,-2.44948974278318
φιλόθρηνος,6.5,12,+0.408248290463863
φιλόκλαυτος,6.5,4,
φιλόκνισος,6.5,1,
φιλόκροτος,6.5,2,
φιλόκτιτος,6.5,1,
φιλόμολπος,4,1,
φιλόμολπος,8,1,
φιλόμουσος,4,1,
φιλόμοχθος,4,2,
φιλόξενος,2.5,7,-1.0690449676497
φιλόξενος,6.5,8,+0.935414346693486
φιλόπαις,4,2,+0.5
φιλόπαις,8,2,+0.5
φιλόπαις,10,1,-2
φιλόπολις,6.5,2,
φιλόπτορθος,6.5,6,
φιλόσκαρθμος,2.5,2,-2
φιλόσκαρθμος,6.5,8,+0.5
φιλόσμηνος,6.5,2,
φιλόστοργος,6.5,18,
φιλότεκνος,4,9,+0.942809041582063
φιλότεκνος,8,8,-1.06066017177982
φιλότης,2,1,-1.99437017329577
φιλότης,4,98,+0.824073615576311
φιλότης,6,5,-1.87814568715672
φιλότης,8,29,-1.18079877032239
φιλότης,10,33,-1.06457428418333
φιλόχλαινος,6.5,1,
φιλοζέφυρος,6.5,2,
φιλοίτιος,2.5,1,-2.23606797749979
φιλοίτιος,6.5,5,+0.447213595499958
φιλοῖφα,4.5,1,
φιλοκέρδεια,2,1,
φιλοκέρτομος,6,12,+0.577350269189626
φιλοκέρτομος,8,4,-1.73205080756888
φιλοκρόταλος,2.5,1,-1.73205080756888
φιλοκρόταλος,6.5,3,+0.577350269189626
φιλοκτέανος,6.5,2,
φιλοκτήτης,2.5,8,+0.694313843407583
φιλοκτήτης,4.5,1,-1.95670264960319
φιλοκτήτης,6.5,3,-1.19926936588583
φιλοκυδής,8,2,
φιλολήιός,8,1,
φιλομήλα,10,6,
φιλομήτωρ,8,1,
φιλομηλεΐδῃ,4,2,
φιλομμειδής,4.5,1,-4.12310562561766
φιλομμειδής,6.5,17,+0.242535625036333
φιλομμηδής,2.5,1,
φιλοξεινωτάτη,6.5,1,
φιλοξενία,6.5,2,
φιλοπάρθενος,6,13,+0.919866211007799
φιλοπάρθενος,8,11,-1.08711461300922
φιλοπαίγμων,6,9,+0.816496580927726
φιλοπαίγμων,8,6,-1.22474487139159
φιλοπευθής,6,2,
φιλοπευθής,8,2,
φιλοπόλεμος,2.5,5,-1.7655578637178
φιλοπόλεμος,4.5,1,-2.33989596396334
φιλοπόλεμος,6.5,21,+0.531794537264396
φιλοποίμνιος,6,1,
φιλοσκόπελος,2.5,6,-1.29099444873581
φιλοσκόπελος,6.5,10,+0.774596669241483
φιλοσκύλαξ,6.5,1,
φιλοσμάραγος,6.5,5,
φιλοστάφυλος,6.5,5,
φιλοστέφανος,6.5,9,
φιλοτερπής,8,1,
φιλοτήσιος,6,9,+0.577350269189626
φιλοτήσιος,8,3,-1.73205080756888
φιλοφροσύνη,6.5,1,
φιλοψάμαθος,6.5,1,
φιλοψευδής,6.5,1,
φιλύια,6.5,1,
φιλύρα,4,3,+0.816496580927726
φιλύρα,6,1,-1.22474487139159
φιλύρα,10,1,-1.22474487139159
φιλύρων,6,1,
φιλυρηίδα,6,1,
φιλυρίδης,1,1,
φιλώνδα,10.5,2,
φιν,3,1,
φιν,10.5,1,
φινεύς,1,1,-1.55126306998506
φινεύς,2,1,-1.55126306998506
φινεύς,3,1,-1.55126306998506
φινεύς,4,8,+0.982466610990536
φινεύς,6,2,-1.18930168698854
φινεύς,8,2,-1.18930168698854
φινεύς,11,6,+0.25854384499751
φιτρός,1,5,+0.632455532033676
φιτρός,6,1,-1.58113883008419
φιτρός,11,1,-1.58113883008419
φιτρους,11,1,
φιτύω,3,1,
φιτύω,6,1,
φλάσσαιμι,4,1,
φλαγίου,4,1,
φλασσῶ,4,1,
φλέγην,10.5,1,
φλέγμα,1,1,
φλέγω,1,6,-0.419718437096889
φλέγω,2,1,-1.70393156552767
φλέγω,3,4,-0.9334036884692
φλέγω,4,13,+1.3781799427062
φλέγω,6,1,-1.70393156552767
φλέγω,7,5,-0.676561062783045
φλέγω,8,7,-0.162875811410733
φλέγω,9,4,-0.9334036884692
φλέψ,2,1,-1.37198868114007
φλέψ,4,2,-0.171498585142509
φλέψ,6.5,1,-1.37198868114007
φλέψ,8,3,+1.02899151085505
φλεγέθω,4,2,+0.707106781186547
φλεγέθω,6,1,-1.4142135623731
φλεγέθω,8,2,+0.707106781186547
φλεγέθω,10,1,-1.4142135623731
φλεγραῖος,3,1,-1.4142135623731
φλεγραῖος,4,2,+0.707106781186547
φλεγύης,2,1,-1.22474487139159
φλεγύης,4,3,+0.816496580927726
φλεγύης,8,1,-1.22474487139159
φλεγυάω,4,1,
φλειὼ,1,1,
φλεξας,1,1,
φλεχθέντα,4,2,+0.707106781186547
φλεχθέντα,8,1,-1.4142135623731
φλεχθέντι,4,1,
φλίβω,1,1,
φλίης,1,1,
φλιά,4,5,+0.447213595499958
φλιά,8,1,-2.23606797749979
φλιουντίδος,8,1,
φλόγεος,4,3,+0.577350269189626
φλόγεος,6,1,-1.73205080756888
φλόγιος,2,3,-0.888888888888889
φλόγιος,4,6,+0.777777777777778
φλόγιος,8,1,-2
φλόξ,1,4,-1.62513516264357
φλόξ,2,5,-1.5119928411937
φλόξ,4,5,-1.5119928411937
φλόξ,6,12,-0.719996591044619
φλόξ,8,27,+0.977138230703411
φλόξ,9,1,-1.96456212699317
φλόξ,10,10,-0.946281233944356
φλόξ,12,24,+0.637711266353805
φλόος,8,2,
φλογερός,2,6,-1.01400833076002
φλογερός,4,7,-0.846557413753775
φλογερός,6,18,+0.995402673314878
φλογερός,8,5,-1.18145924776626
φλογίον,10,1,
φλογίος,10,1,
φλογμός,1,2,+0.707106781186547
φλογμός,6,1,-1.4142135623731
φλογόεις,4,14,+0.761740282405835
φλογόεις,6,2,-2.11826407299157
φλογόεις,8,7,-0.91826225824265
φλογοειδής,6,1,
φλοῖσβος,1,2,-1
φλοῖσβος,4,4,+1
φλοῖσβος,8,2,-1
φλοιός,1,1,-1.4142135623731
φλοιός,4,2,+0.707106781186547
φλοιόω,7,1,
φλύω,7,1,
φόβος,2,22,+0.00158660417839885
φόβος,2.5,21,-0.109475688309507
φόβος,4,6,-1.77541007562809
φόβος,4.5,6,-1.77541007562809
φόβος,6,2,-2.21965924557972
φόβος,6.5,34,+1.33433411403327
φόβος,8,14,-0.886911735724847
φόβος,10,10,-1.33116090567647
φόβος,10.5,25,+0.334773481642116
φόη,4.5,1,
φόλος,2.5,1,-1.4142135623731
φόλος,6.5,2,+0.707106781186547
φόνιος,2,20,+0.884915057838434
φόνιος,4,4,-1.36345281443776
φόνιος,6,9,-0.660837854351449
φόνιος,8,3,-1.50397580645502
φόνιος,10,1,-1.78502179048955
φόνος,2,15,-0.763982247774597
φόνος,2.5,5,-1.14798120936958
φόνος,4,5,-1.14798120936958
φόνος,4.5,11,-0.917581832412591
φόνος,6,9,-0.994381624731588
φόνος,6.5,65,+1.15601256020033
φόνος,8,12,-0.879181936253093
φόνος,10,13,-0.840782040093594
φόνος,10.5,18,-0.648782559296102
φόρβας,1,1,
φόρβας,3,1,
φόρβας,11,1,
φόρκυϊ,1,1,
φόρκυς,1,6,+1.11851788143161
φόρκυς,4,2,-0.986927542439653
φόρκυς,5,2,-0.986927542439653
φόρκυς,6,1,-1.51328889840747
φόρκυς,7,1,-1.51328889840747
φόρκυς,11,4,+0.0657951694959769
φόρμιγξ,1,9,-0.90814486417152
φόρμιγξ,3,8,-1.06596272166474
φόρμιγξ,4,22,+1.14348728324036
φόρμιγξ,8,14,-0.119055576705413
φόρμιγξ,11,4,-1.69723415163763
φόρος,2,1,
φόρτος,1,5,-0.885999956436291
φόρτος,3,8,+0.268131565763615
φόρτος,4,1,-2.42484198603617
φόρτος,5,1,-2.42484198603617
φόρτος,6,1,-2.42484198603617
φόρτος,9,10,+1.03755258056355
φόρτος,11,7,-0.116578941636354
φόως,2.5,2,-1.6689252886714
φόως,4.5,4,-1.33658518789701
φόως,6.5,16,+0.657455416749341
φόως,10.5,1,-1.8350953390586
φόωσδε,2.5,1,
φόωσδε,4.5,1,
φόωσδε,10.5,1,
φοβαθῇς,10.5,1,
φοβέστρατος,6.5,1,
φοβέω,2,2,-1.54967194548382
φοβέω,4,36,+1.34531960102441
φοβέω,4.5,5,-1.29423151490956
φοβέω,6,15,-0.442763412995377
φοβέω,6.5,9,-0.953644274143888
φοβέω,8,15,-0.442763412995377
φοβέω,10,11,-0.783350653761051
φοβέω,10.5,12,-0.698203843569633
φοβερός,4,1,-1.4142135623731
φοβερός,6,2,+0.707106781186547
φοίβειος,1,1,-1.78885438199983
φοίβειος,3,3,+0.894427190999916
φοίβειος,6,2,-0.447213595499958
φοίβη,1,1,
φοίνιος,1,9,+1.05409255338946
φοίνιος,3,7,+0
φοίνιος,7,3,-2.10818510677892
φοίνιος,9,6,-0.52704627669473
φοῖβος,1,46,+0.181548187700016
φοῖβος,2,2,-2.40471722304407
φοῖβος,3,7,-2.1108234263686
φοῖβος,4,14,-1.69937211102295
φοῖβος,5,42,-0.0535668496403554
φοῖβος,6,3,-2.34593846370897
φοῖβος,9,62,+1.1220083370615
φοῖβος,11,27,-0.935248239666747
φοῖνιξ,1,15,+0.5149424111476
φοῖνιξ,3,7,-1.3813534521261
φοῖνιξ,4,17,+0.989016376966025
φοῖνιξ,6,1,-2.80357534958138
φοῖνιξ,8,6,-1.61839043503531
φοῖνιξ,11,12,-0.196168537580038
φοιβάς,1,1,-3
φοιβάς,9,9,+0.333333333333334
φοιβάω,1,1,-1.4142135623731
φοιβάω,3,2,+0.707106781186547
φοινήεις,1,3,-1.52752523165195
φοινήεις,3,7,+0.654653670707977
φοινίζω,4,2,
φοινίκεος,1,2,+0.707106781186547
φοινίκεος,6,1,-1.4142135623731
φοινίκη,1,1,-1.73205080756888
φοινίκη,3,3,+0.577350269189626
φοινίσσω,1,4,-1.79607216700078
φοινίσσω,2.5,3,-1.92522404861636
φοινίσσω,3,26,+1.04526922854216
φοινίσσω,4,5,-1.66692028538519
φοινίσσω,6.5,17,-0.117097705998133
φοινίσσω,8,18,+0.0120541756174549
φοινίσσω,9,2,-2.05437593023195
φοινικόεις,3,4,
φοινικόεις,9,4,
φοινικόλοφος,4,1,
φοινικοπάρῃος,8,2,
φοινός,1,1,
φοινός,11,1,
φοιτάς,1,5,-1.18321595661992
φοιτάς,9,7,+0.845154254728516
φοιτάω,1,20,+1.01123326848003
φοιτάω,3,4,-1.04254080001192
φοιτάω,4,6,-0.785819041450423
φοιτάω,6,1,-1.42762343785415
φοιτάω,6.5,6,-0.785819041450423
φοιτάω,8,2,-1.29926255857341
φοιτάω,10.5,2,-1.29926255857341
φοιταλέος,1,11,+1.05216990235268
φοιταλέος,3,8,-0.409177184248266
φοιταλέος,9,6,-1.38340857531557
φοιτητήρ,3,4,
φοιτίζω,3,1,
φολίς,2,1,-1.63919126041586
φολίς,4,9,+0.664536997465891
φολίς,6,2,-1.35122522818064
φολίς,10,1,-1.63919126041586
φολκός,1,1,
φολόη,6,1,
φονάω,2,2,-0.595879571531124
φονάω,4,2,-0.595879571531124
φονάω,4.5,1,-1.53226175536575
φονάω,6,2,-0.595879571531124
φονάω,10.5,4,+1.27688479613812
φονεύς,4.5,1,-6.16441400296898
φονεύς,10.5,38,+0.162221421130763
φονεύω,10,1,
φονή,10.5,2,
φοντάδι,9,1,
φοξός,1,1,
φορβάς,1,2,-1.38344037991097
φορβάς,3,1,-1.79033460929655
φορβάς,9,7,+0.651030767016927
φορβάσες,9,1,
φορβή,1,2,-2.12132034355964
φορβή,11,9,+0.471404520791032
φορβῆς.,11,1,
φορέω,2,9,-1.53642555923831
φορέω,4,91,+1.233016115468
φορέω,6,40,-0.489441511483482
φορέω,6.5,10,-1.50265188027847
φορέω,8,32,-0.759630943162146
φορέω,10,43,-0.388120474603983
φορέω,10.5,19,-1.19868876963998
φορεύς,4.5,1,-3.87298334620742
φορεύς,6.5,1,-3.87298334620742
φορεύς,10.5,30,+0.258198889747161
φορεῦσαι,10.5,1,
φορκίδες,1,3,
φορμίζω,1,1,-1.4142135623731
φορμίζω,3,6,+0.707106781186548
φορμίζω,4,1,-1.4142135623731
φορμίζω,9,1,-1.4142135623731
φορμικτήρ,3,1,
φορμός,4,1,
φορμός,6,1,
φορτίζω,9,1,
φορτίον,7,1,
φορτίον,9,1,
φορτίς,1,3,
φορτόω,1,1,
φορύνω,6.5,3,+0.816496580927726
φορύνω,8,2,-1.22474487139159
φορύσσω,6.5,1,-1.4142135623731
φορύσσω,8,2,+0.707106781186547
φορυτός,6,1,
φορωνείδῃσιν,6.5,1,
φορωνεύς,6.5,3,
φράδμων,4,1,
φράζω,1,81,+1.26280462194925
φράζω,2,3,-1.27654374508304
φράζω,2.5,1,-1.34165524167361
φράζω,3,12,-0.983542010425469
φράζω,4,30,-0.397538541110325
φράζω,4.5,4,-1.24398799678775
φράζω,6,11,-1.01609775872075
φράζω,6.5,17,-0.82076326894904
φράζω,7,9,-1.08120925531133
φράζω,8,28,-0.462650037700896
φράζω,8.5,2,-1.30909949337833
φράζω,9,17,-0.82076326894904
φράζω,10,1,-1.34165524167361
φράζω,10.5,1,-1.34165524167361
φράζω,11,1,-1.34165524167361
φράσις,6,1,
φράσσω,1,8,+0.694313843407583
φράσσω,3,1,-1.95670264960319
φράσσω,8,3,-1.19926936588583
φράτρα,1,2,-1.42056961040915
φράτρα,4,5,-0.659550176261393
φράτρα,6,1,-1.67424275512508
φράτρα,8,1,-1.67424275512508
φράτρα,11,11,+0.86248869203413
φραγμός,5,1,
φραδάω,6.5,1,
φραδής,6,1,
φραδμονίδης,1,1,
φραδμοσύνη,1,2,-1.58113883008419
φραδμοσύνη,3,5,+0.632455532033676
φραδμοσύνης,3,1,
φρασίδαμος,10,1,
φρασιδάυω,10,1,
φρασσαμενοι,1,1,
φρέαρ,4,1,
φρέαρ,7,1,
φρεαὶ,4,1,
φρεαὶν,4,1,
φρείατος,1,1,
φρενοθελγής,6,7,-1.0690449676497
φρενοθελγής,8,8,+0.935414346693486
φρενοτερπής,6,3,
φρήν,2,9,-1.86451821164601
φρήν,2.5,2,-1.90395440155242
φρήν,4,56,-1.59973236513154
φρήν,6,25,-1.77437834900278
φρήν,6.5,2,-1.90395440155242
φρήν,8,456,+0.653764200949034
φρήν,10,101,-1.34621400144748
φρήν,12,2,-1.90395440155242
φρήτρη,2,1,
φρητί,11,1,
φρίγγοιο,4,1,
φρίγγος,3,1,
φρίγγου,1,1,
φρίζω,1,2,+0.866025403784439
φρίζω,4,1,-1.15470053837925
φρίζω,5,1,-1.15470053837925
φρίζω,6,1,-1.15470053837925
φρίζω,9,2,+0.866025403784439
φρίκη,9,1,
φρίξ,4,1,
φρίξ,9,1,
φρίξ,12,1,
φρίξος,1,1,-0.632455532033676
φρίξος,3,1,-0.632455532033676
φρίξος,4,1,-0.632455532033676
φρίξος,5,2,+1.58113883008419
φρίξος,6,1,-0.632455532033676
φρίξος,11,1,-0.632455532033676
φρίσσω,1,4,-1.20414793866196
φρίσσω,3,1,-1.53958915014636
φρίσσω,4,24,+1.03212680456739
φρίσσω,6,4,-1.20414793866196
φρίσσω,6.5,1,-1.53958915014636
φρίσσω,8,11,-0.421451778531684
φρίσσω,9,1,-1.53958915014636
φρίσσω,10,6,-0.980520464339021
φρικαλέος,1,9,
φρικτός,1,35,+0.377915104608676
φρικτός,3,2,-2.70139315516572
φρικτός,5,3,-2.6080807836574
φριμάσσομαι,6.5,1,
φρόνις,8,1,
φρόνις,10,1,
φρόντις,1,3,+1
φρόντις,8,1,-1
φρόντις,9,1,-1
φρόντις,11,1,-1
φρονέω,2,13,-1.61856605208567
φρονέω,4,67,+0.837637467831198
φρονέω,4.5,1,-2.16438905651164
φρονέω,6,10,-1.75502180319217
φρονέω,6.5,1,-2.16438905651164
φρονέω,8,51,+0.109873461929903
