lemma,sedes,x,z
ὑποΐσχανε,6,1,
ὑποΐσχεται,6,1,
ὑποΐσχετο,6,1,
ὑποκάρδιος,6,7,+0.534522483824849
ὑποκάρδιος,8,2,-1.87082869338697
ὑποκλάζω,6.5,1,
ὑποκλέπτω,2.5,13,-1.10940039245046
ὑποκλέπτω,6.5,16,+0.901387818865998
ὑποκλεφθέντα,6.5,1,
ὑποκλίνομαι,2.5,3,-1.19926936588583
ὑποκλίνομαι,6.5,8,+0.694313843407583
ὑποκλίνομαι,8,1,-1.95670264960319
ὑποκλονέομαι,2.5,1,
ὑποκλονέομαι,6.5,1,
ὑποκλοπέομαι,2.5,1,
ὑποκλύζω,2.5,1,
ὑποκόλπιος,6,4,+0.866025403784438
ὑποκόλπιος,8,3,-1.15470053837925
ὑποκρίνομαι,2.5,1,-2
ὑποκρίνομαι,3,3,+0
ὑποκρίνομαι,6.5,2,-1
ὑποκρίνομαι,7,4,+1
ὑποκρύπτω,2.5,3,+0.577350269189626
ὑποκρύπτω,6.5,1,-1.73205080756888
ὑποκρυφίην,6.5,1,
ὑποκύομαι,2,6,
ὑπολάμπω,8,2,
ὑπολαμπής,4,1,
ὑπολείπω,6,3,-1.41421356237309
ὑπολείπω,8,6,+0.707106781186547
ὑπολευκαίνομαι,2,1,
ὑπολευκαίνομαι,8,1,
ὑποληνίς,6,1,
ὑπολίζων,8,1,
ὑπολύω,4,1,-2.82842712474619
ὑπολύω,8,8,+0.353553390593274
ὑπομάσσω,10,1,
ὑπομέμφομαι,8,2,
ὑπομένω,4,6,+0.620173672946042
ὑπομένω,8,1,-3.10086836473021
ὑπομένω,10,5,-0.124034734589209
ὑπομιμνάσκων,2,1,
ὑπομιμνήσκω,2.5,1,
ὑπομιμνήσκω,6.5,1,
ὑπομνάομαι,6.5,1,
ὑπονήιος,6,1,
ὑπονύσσω,4,1,
ὑποπερκάζω,8,1,
ὑποπίπτω,8,1,
ὑποπλάκιος,2.5,1,
ὑποπλίξας,6.5,1,
ὑποπρὸ,2.5,1,
ὑποπτεύω,6.5,1,
ὑποπτήξειεν,6.5,1,
ὑποπτήσσειεν,2.5,2,
ὑποπτήσσω,2.5,3,-1.91485421551268
ὑποπτήσσω,6.5,11,+0.522232967867093
ὑποπτώσσω,2.5,1,-1.4142135623731
ὑποπτώσσω,6.5,2,+0.707106781186547
ὑπορρήγνυμι,6.5,2,
ὑποσείω,6.5,1,
ὑποσκιάῃσι,2.5,1,
ὑποσκιόωνται,6.5,1,
ὑποσταχύομαι,2.5,1,
ὑποστένω,6.5,1,
ὑποστεναχίζω,2.5,1,
ὑποστίζω,2.5,1,-1.4142135623731
ὑποστίζω,6.5,2,+0.707106781186547
ὑποστορέῃσι,6.5,1,
ὑποστορέννυμι,6.5,1,
ὑποστρέφω,2.5,6,
ὑποστρέφω,6.5,6,
ὑποσφίγγω,2.5,1,
ὑποσχέθω,2.5,1,
ὑποσχεσίη,2.5,3,-1.41421356237309
ὑποσχεσίη,6.5,6,+0.707106781186547
ὑποταρβέω,2,1,
ὑποταρτάριος,2,1,
ὑποταρτάριος,4,1,
ὑποτέλλεται,8,1,
ὑποτέμνω,10,1,
ὑποτίθημι,4,2,-1.25471403307124
ὑποτίθημι,6,8,+0.853205542488442
ὑποτίθημι,8,3,-0.903394103811292
ὑποτίθημι,10,1,-1.60603396233119
ὑποτρέμω,6.5,1,
ὑποτρέχω,6.5,5,+0.447213595499958
ὑποτρέχω,8,1,-2.23606797749979
ὑποτρέω,2.5,1,-3.60555127546399
ὑποτρέω,6.5,13,+0.277350098112615
ὑποτρίζω,2.5,2,
ὑποτρόπιος,6.5,1,
ὑποτρομέω,2.5,3,-1.65756219726771
ὑποτρομέω,3,3,-1.65756219726771
ὑποτρομέω,6.5,9,+0.775880177444458
ὑποτρομέω,7,8,+0.370306448325764
ὑποτροχάω,6.5,2,
ὑποτρύζω,2.5,1,-1.4142135623731
ὑποτρύζω,6.5,2,+0.707106781186547
ὑποτύφομαι,8,2,
ὑπούραιον,6.5,1,
ὑπουράνιος,6.5,4,
ὑπουρανίη,2.5,1,
ὑποφαίνω,8,3,
ὑποφέρω,2.5,1,
ὑποφεύγω,6,1,
ὑποφήτης,4,2,-1.4142135623731
ὑποφήτης,10,4,+0.707106781186547
ὑποφήτωρ,6,1,
ὑποφθάνω,2.5,5,+0.685994340570035
ὑποφθάνω,6.5,4,-0.171498585142509
ὑποφθάνω,10.5,1,-2.74397736228014
ὑποφράζομαι,2.5,1,
ὑποφρίσσω,6.5,2,
ὑποχάζομαι,6,1,
ὑποχέω,8,2,
ὑποχείριος,8,1,
ὑποχθόνιος,2.5,3,+0.816496580927726
ὑποχθόνιος,6.5,2,-1.22474487139159
ὑποχωρέω,4,1,-1.4142135623731
ὑποχωρέω,10,2,+0.707106781186547
ὑπτιάζω,7,1,
ὑπτιάῃσι,7,1,
ὑπώμαιος,2.5,2,
ὑπώπιον,6.5,1,
ὑπώρεια,2.5,1,
ὑπώρεια,6.5,1,
ὑπωλένιος,6.5,1,
ὑπωρόφιος,2.5,1,-3.46410161513775
ὑπωρόφιος,6.5,12,+0.288675134594813
ὑπωροφίου,6.5,1,
ὑρίη,2,2,
ὑριεύς,10,1,
ὑρμίνη,3,1,
ὑρτακίδης,3,5,
ὑσμίνη,1,37,+0.314785625289302
ὑσμίνη,3,24,-0.756984479862368
ὑσμίνη,6,3,-2.48830541895353
ὑσμίνη,7,11,-1.82875458501404
ὑσμίνη,8,2,-2.57074927319596
ὑσμίνη,10,44,+0.891892604986354
ὑσμινόν,1,1,
ὑστάτιος,1,13,+0.847644176214964
ὑστάτιος,3,2,-2.01315491851054
ὑστάτιος,7,9,-0.192646403685219
ὑστάτιος,9,3,-1.75308227353549
ὑστερόμητις,3,2,
ὑστερόμυθος,3,1,
ὑστερόποινος,3,1,
ὑστερόφων,3,5,
ὑστερόφωνας,3,1,
ὑστερόφωνος,3,1,
ὑστερόφωνος,7,1,
ὑφάω,4,1,
ὑφαίνω,2.5,1,-1.96304146628232
ὑφαίνω,4.5,8,-1.4583677903502
ὑφαίνω,6.5,10,-1.31417531151246
ὑφαίνω,10.5,38,+0.704519392216014
ὑφαντός,6.5,1,-1.73205080756888
ὑφαντός,10.5,3,+0.577350269189626
ὑφέλκω,8.5,1,
ὑφήσσων,10.5,1,
ὑφηγέομαι,8.5,1,
ὑφηνίοχος,2.5,1,
ὑφίημι,4,1,-1.15470053837925
ὑφίημι,4.5,1,-1.15470053837925
ὑφίημι,6.5,2,+0.866025403784439
ὑφίημι,10,1,-1.15470053837925
ὑφίημι,10.5,2,+0.866025403784439
ὑφίστημι,2.5,3,-1.74832652328598
ὑφίστημι,6.5,8,-1.13395475305496
ὑφίστημι,10,1,-1.99407523137839
ὑφίστημι,10.5,23,+0.709160557638088
ὑφορβός,4.5,1,-4.58257569495584
ὑφορβός,10.5,21,+0.218217890235993
ὑψαγόρας,1,1,-1.73205080756888
ὑψαγόρας,3,3,+0.577350269189626
ὑψαύχην,6,3,-1.73205080756888
ὑψαύχην,8,9,+0.577350269189626
ὑψερεφής,1,1,-1.88206500278253
ὑψερεφής,3,3,-0.716977143917153
ὑψερεφής,7,6,+1.03065464438091
ὑψερεφής,9,3,-0.716977143917153
ὑψήνωρ,6,1,-2
ὑψήνωρ,8,4,+0.5
ὑψηὶς,1,2,
ὑψηίδα,8,1,
ὑψηίδος,6,1,
ὑψηλός,1,25,-0.0388992193640356
ὑψηλός,3,34,+1.02304946927414
ὑψηλός,4,1,-2.87076238906584
ὑψηλός,7,9,-1.92680799916524
ὑψηλός,8,1,-2.87076238906584
ὑψηλός,9,21,-0.510876414314336
ὑψηρεφής,6,2,
ὑψηχής,8,2,
ὑψίγονος,1,1,
ὑψίδρομον,8,3,
ὑψίδρομος,8,1,
ὑψίζυγος,6,7,
ὑψίκερως,1,1,-1.15470053837925
ὑψίκερως,3,1,-1.15470053837925
ὑψίκερως,7,1,-1.15470053837925
ὑψίκερως,9,4,+0.866025403784438
ὑψίκομος,1,1,-2.1380899352994
ὑψίκομος,3,5,+1.0690449676497
ὑψίκομος,5,3,-0.534522483824849
ὑψίκομος,9,3,-0.534522483824849
ὑψίκρημνος,7,1,
ὑψίλοφος,1,9,+1.13601715630701
ὑψίλοφος,3,6,-0.263718268428413
ὑψίλοφος,7,5,-0.730296743340221
ὑψίλοφος,9,3,-1.66345369316384
ὑψίνοος,7,3,+0.577350269189626
ὑψίνοος,9,1,-1.73205080756888
ὑψίπορος,1,4,-0.934027108281205
ὑψίπορος,3,6,+0.289870481880374
ὑψίπορος,7,7,+0.901819276961163
ὑψίπορος,9,2,-2.15792469844278
ὑψίπυλος,3,3,+0.577350269189626
ὑψίπυλος,7,1,-1.73205080756888
ὑψιβρεμέτης,2,10,
ὑψικάρηνος,3,19,+0.397359707119513
ὑψικάρηνος,9,3,-2.51661147842358
ὑψικέλευθος,3,6,
ὑψικόμῃσιν,3,1,
ὑψιλόφο,9,1,
ὑψιμέδων,1,1,-2.18915091980568
ὑψιμέδων,3,7,-1.49353287052163
ὑψιμέδων,7,1,-2.18915091980568
ὑψιμέδων,9,25,+0.593321277330512
ὑψιμέλαθρος,9,3,
ὑψινεφής,1,11,
ὑψιπαγής,1,1,
ὑψιπέτηλος,3,5,+0.632455532033676
ὑψιπέτηλος,9,2,-1.58113883008419
ὑψιπέτης,3,5,+0.894427190999916
ὑψιπέτης,9,4,-1.11803398874989
ὑψιπετήεις,9,2,
ὑψιπόδης,7,2,
ὑψιπότητος,3,6,+0.408248290463863
ὑψιπότητος,7,1,-2.44948974278318
ὑψιπύλεια,1,1,-1.73205080756888
ὑψιπύλεια,9,3,+0.577350269189626
ὑψιπύλη,1,7,+0.845154254728516
ὑψιπύλη,3,5,-1.18321595661992
ὑψιπυλείῃ,9,3,
ὑψιπυλείης,9,2,
ὑψιτενής,1,10,+0.547722557505166
ὑψιτενής,9,3,-1.82574185835055
ὑψιφαής,1,16,+0.5
ὑψιφαής,9,4,-2
ὑψόθε,1,1,
ὑψόθε,9,1,
ὑψόθεν,1,27,+0.942994615649717
ὑψόθεν,7,13,-1.67167227319722
ὑψόθεν,9,21,-0.17757690814183
ὑψόθι,1,3,-2.82206359638109
ὑψόθι,3,3,-2.82206359638109
ὑψόθι,7,6,-2.71476602849529
ὑψόθι,9,92,+0.361097584231068
ὑψόροφος,1,2,-1.72721440431417
ὑψόροφος,3,10,+0.546586836808283
ὑψόροφος,9,1,-2.01143955945448
ὑψόσε,1,9,-0.64888568452305
ὑψόσε,7,3,-2.10887847469991
ὑψόσε,9,15,+0.811107105653813
ὑψόφι,9,1,
ὑψόω,1,5,+0.294883912309794
ὑψόω,3,1,-2.06418738616856
ὑψόω,4,1,-2.06418738616856
ὑψόω,6,3,-0.884651736929383
ὑψόω,8,6,+0.884651736929383
ὑψοῦ,1,16,+0.702063736484074
ὑψοῦ,2,2,-1.5233458433145
ὑψοῦ,3,1,-1.68230367044297
ὑψοῦ,4,4,-1.20543018905756
ὑψοῦ,11,1,-1.68230367044297
υδάσπης,10.5,1,
υίέϊ,9,1,
υἱέε,7,1,-1.4142135623731
υἱέε,9,2,+0.707106781186547
υἱός,1,214,-0.349271616399408
υἱός,2,29,-2.16200957655538
υἱός,2.5,3,-2.41677274933406
υἱός,3,36,-2.09341949157651
υἱός,4,19,-2.25999541223949
υἱός,4.5,1,-2.43636991647088
υἱός,5,275,+0.248441981273642
υἱός,6,25,-2.20120391082902
υἱός,6.5,8,-2.367779831492
υἱός,7,81,-1.65248323099803
υἱός,8,12,-2.32858549721836
υἱός,9,268,+0.179851896294768
υἱός,11,359,+1.07152300102014
υἱωνός,1,6,+0.163299316185545
υἱωνός,3,8,+1.06144555520604
υἱωνός,4,2,-1.63299316185545
υἱωνός,7,2,-1.63299316185545
υἱωνός,9,4,-0.734846922834954
υιτυοῖο,4,1,
υμέναιε,8,1,
υπεκπρὸ,6.5,1,
υπνος,1,1,
υψιπύλην,1,1,
φ̔οίβῳ,1,1,
φάλαγξ,4.5,81,+0.749966667532313
φάλαγξ,6.5,3,-3.81699453176893
φάλαγξ,10.5,52,-0.948006086054048
φάλαρος,2,2,+0.707106781186547
φάλαρος,10.5,1,-1.4142135623731
φάληρον,10.5,1,
φάληρος,6.5,1,
φάληρος,10.5,1,
φάλης,6.5,1,
φάλκης,1,2,
φάλλαινα,4,1,
φάλος,6,2,-0.866025403784438
φάλος,8,3,+1.15470053837925
φάλος,10.5,2,-0.866025403784438
φάνης,4.5,4,
φάντασμα,6,1,
φάος,1,6,-1.05060243249984
φάος,2,12,-0.781988062510767
φάος,2.5,2,-1.22967867915922
φάος,4,11,-0.826757124175612
φάος,4.5,1,-1.27444774082407
φάος,5,1,-1.27444774082407
φάος,6,8,-0.961064309170148
φάος,6.5,17,-0.55814275418654
φάος,7,3,-1.18490961749438
φάος,8,56,+1.18785065074243
φάος,9,6,-1.05060243249984
φάος,10,14,-0.692449939181076
φάουσαι,10.5,1,
φάπεϊ,7,1,
φάραγξ,4.5,1,-1.67748427365865
φάραγξ,6.5,2,-1.06748999232823
φάραγξ,10.5,5,+0.762492851663023
φάριον,2,1,
φάρμακον,1,34,+1.04101007798137
φάρμακον,3,9,-1.63258537587195
φάρμακον,7,14,-1.09786628510129
φάρμακον,9,22,-0.242315739868225
φάρμακος,1,4,-1.08012344973464
φάρμακος,5,1,-2.16024689946929
φάρμακος,9,9,+0.720082299823096
φάρος,1,1,-0.632455532033676
φάρος,3,1,-0.632455532033676
φάρος,6.5,2,+1.58113883008419
φάρος,7,1,-0.632455532033676
φάρος,9,1,-0.632455532033676
φάρος,10,1,-0.632455532033676
φάρυγξ,4,1,-1.4142135623731
φάρυγξ,6,2,+0.707106781186547
φάσγανον,1,19,+1.01600101600152
φάσγανον,3,2,-2.87020287020431
φάσγανον,7,11,-0.812800812801219
φάσγανον,9,13,-0.355600355600533
φάσις,1,4,+0.707106781186547
φάσις,7,1,-1.41421356237309
φάσις,9,1,-1.41421356237309
φάσκω,1,3,-1.18962375495893
φάσκω,3,1,-1.7303618253948
φάσκω,4.5,7,-0.108147614087175
φάσκω,5,2,-1.45999279017686
φάσκω,6.5,1,-1.7303618253948
φάσκω,10.5,11,+0.973328526784575
φάσμα,1,6,+0.408248290463863
φάσμα,3,1,-2.44948974278318
φάσμα,5,1,-2.44948974278318
φάσμα,9,6,+0.408248290463863
φάσσα,9,1,
φάσσα,11,1,
φάτις,2.5,2,-1.36371436148369
φάτις,4,2,-1.36371436148369
φάτις,6,3,-1.18723367940933
φάτις,6.5,1,-1.54019504355805
φάτις,8,14,+0.754053823408627
φάτνη,1,3,-1.4398365952919
φάτνη,2,2,-1.54923594444398
φάτνη,2.5,1,-1.65863529359606
φάτνη,4,1,-1.65863529359606
φάτνη,6,1,-1.65863529359606
φάτνη,10.5,1,-1.65863529359606
φάτνη,11,22,+0.638751038597633
φάω,6,1,
φᾶρις,1,1,
φᾶρος,1,10,-0.0799317337383247
φᾶρος,3,4,-1.33600183534057
φᾶρος,4,8,-0.498621767605741
φᾶρος,5,7,-0.707966784539449
φᾶρος,6,2,-1.75469186920799
φᾶρος,9,17,+1.38548338479763
φᾶρος,11,7,-0.707966784539449
φᾶσις,1,1,
φαάντατος,6.5,1,
φαάντερος,6.5,2,
φαγεῖν,2,5,+0.649519052838329
φαγεῖν,4,2,-2.1650635094611
φαγεῖν,4.5,1,-3.10325769689424
φαγεῖν,6,5,+0.649519052838329
φαγεῖν,6.5,4,-0.288675134594813
φαγεῖν,8,4,-0.288675134594813
φαγεῖν,10.5,5,+0.649519052838329
φαγός,1,1,
φαέθω,2,13,-1.76070291998953
φαέθω,4,87,+0.535191636472589
φαέθω,6,8,-1.9158309305613
φαέθω,8,3,-2.07095894113306
φαέθω,10,1,-2.13301014536177
φαέσφορος,6.5,2,
φαεθοντίς,6,2,+0.707106781186547
φαεθοντίς,8,1,-1.4142135623731
φαεθοντιάδος,6,1,
φαεινός,2.5,2,-2.41617812951941
φαεινός,4.5,2,-2.41617812951941
φαεινός,6.5,26,-1.53616436988614
φαεινός,10.5,84,+0.590535549227588
φαεσίμβροτος,6,5,+0.447213595499958
φαεσίμβροτος,8,1,-2.23606797749979
φαεσφόρος,6.5,16,
φαεσφορία,2.5,1,
φαίαξ,1,20,-0.813626401481824
φαίαξ,3,50,+0.808537260581234
φαίαξ,4,5,-1.62470823251335
φαίαξ,7,1,-1.84099672078843
φαίαξ,8,7,-1.51656398837582
φαίαξ,9,2,-1.78692459871966
φαίδιμος,3,4,-3.99137414432541
φαίδιμος,7,1,-4.15656094721857
φαίδιμος,9,81,+0.248420463265681
φαίνοψ,1,1,-1.4142135623731
φαίνοψ,9,2,+0.707106781186547
φαίνω,1,57,+0.0389869339321035
φαίνω,2,4,-1.73344572025228
φαίνω,2.5,8,-1.59967721804969
φαίνω,3,10,-1.53279296694839
φαίνω,4,11,-1.49935084139774
φαίνω,4.5,18,-1.2652559625432
φαίνω,5,4,-1.73344572025228
φαίνω,6,9,-1.56623509249904
φαίνω,6.5,91,+1.17601920265416
φαίνω,7,6,-1.66656146915098
φαίνω,8,9,-1.56623509249904
φαίνω,9,55,-0.027897317169194
φαίνω,10,7,-1.63311934360034
φαίνω,10.5,75,+0.640945193843782
φαίνω,11,22,-1.1314874603406
φαῖδρας,1,1,
φαῖδρας,11,1,
φαῖστος,5,1,
φαιδιμόεις,7,1,
φαιδρῇ,11,1,
φαιδρός,1,19,+0.902738170833704
φαιδρός,3,6,-0.837710421239751
φαιδρός,4,1,-1.50711372588339
φαιδρός,5,2,-1.37323306495466
φαιδρός,6,1,-1.50711372588339
φαιδρός,9,5,-0.971591082168479
φαιδρός,11,1,-1.50711372588339
φαιδρύνετ’,4,1,
φαιδρύνω,1,1,-2.1242645786248
φαιδρύνω,3,3,-0.11180339887499
φαιδρύνω,4,4,+0.894427190999916
φαιδρύνω,6,1,-2.1242645786248
φαιδρύνω,6.5,2,-1.11803398874989
φαιδρύνω,8,4,+0.894427190999916
φαιδρύνω,9,3,-0.11180339887499
φαιδρωπός,4,1,
φαιηκίδα,6,1,
φαιηκίδας,6,1,
φαιηκίδες,6,1,
φαινολὶς,9,1,
φαινώ,4,1,
φαιστιὰς,1,1,
φαιστός,1,1,
φαιστός,2,1,
φακός,10,1,
φαλαγγηδόν,6.5,1,
φαληνεύς,10.5,2,
φαληρεύς,10.5,1,
φαληριάω,2.5,4,
φανάω,4,1,-1.58113883008419
φανάω,6.5,5,+0.632455532033676
φανάω,10,1,-1.58113883008419
φανοτῆι,4,1,
φαντάζομαι,9,1,
φαράω,1,1,
φαράω,3,1,
φαράω,5,1,
φαρέτρα,4,1,-4.15580561922233
φαρέτρα,6,1,-4.15580561922233
φαρέτρα,6.5,2,-4.09015884331536
φαρέτρα,10.5,68,+0.242528366545226
φαρμάσσω,1,4,+0.707106781186547
φαρμάσσω,6.5,1,-1.41421356237309
φαρμάσσω,9,1,-1.41421356237309
φαρμακίς,1,1,
φαρμακόεις,3,11,
φαρμακόω,1,1,
φαρμακτήρ,3,1,
φασσοφόνος,3,1,
φασύλεια,4,2,
φατειός,10.5,3,
φατίζω,2.5,3,-1.5207698906602
φατίζω,4,2,-1.6636993916621
φατίζω,6.5,18,+0.623172624368276
φατίζω,10,2,-1.6636993916621
φατός,8,1,
φατός,10.5,1,
φαύζω,1,1,
φαύνῳ,11,1,
φαῦλος,5,1,
φαῦνε,1,1,
φαῦνε,5,1,
φαῦνον,1,2,+0.707106781186547
φαῦνον,9,1,-1.4142135623731
φαῦνος,1,5,+1.24939009510885
φαῦνος,3,3,-1.09321633322024
φαῦνος,5,4,+0.0780868809443033
φαῦνος,9,3,-1.09321633322024
φαυσιάδης,3,1,
φέβομαι,2,1,-1.60072343922881
φέβομαι,4.5,4,-1.23849076440332
φέβομαι,6.5,4,-1.23849076440332
φέβομαι,10,5,-1.1177465394615
φέβομαι,10.5,21,+0.814161059607756
φέβουται,10.5,1,
φέγγεϊ,1,4,+0.5
φέγγεϊ,9,1,-2
φέγγος,1,7,+0.557386411433294
φέγγος,3,3,-1.32379272715407
φέγγος,5,5,-0.38320315786039
φέγγος,6,1,-2.26438229644776
φέγγος,9,8,+1.02768119608014
φέγγος,11,3,-1.32379272715407
φέγγω,1,1,
φέρασπις,4.5,1,
φέρβω,1,7,+1.35031250034221
φέρβω,3,2,-0.63544117663163
φέρβω,4.5,1,-1.0325919120264
φέρβω,5,2,-0.63544117663163
φέρβω,6,1,-1.0325919120264
φέρβω,7,2,-0.63544117663163
φέρβω,9,2,-0.63544117663163
φέρβω,10.5,2,-0.63544117663163
φέρβω,11,1,-1.0325919120264
φέρεκλος,4.5,1,
φέρετρον,4,1,
φέρης,4.5,1,
φέριστος,4.5,9,+0.577350269189626
φέριστος,10.5,3,-1.73205080756888
φέρτατος,1,10,-1.41657064088538
φέρτατος,3,11,-1.37319738182582
φέρτατος,7,18,-1.06958456840886
φέρτατος,9,61,+0.795465571152415
φέρω,1,34,-1.42122205649827
φέρω,2,12,-1.66985180326851
φέρω,2.5,72,-0.991770675713331
φέρω,3,4,-1.76026262027586
φέρω,4,37,-1.38731800012052
φέρω,4.5,141,-0.211977379024882
φέρω,6,46,-1.28560583098724
φέρω,6.5,258,+1.11028081970771
φέρω,7,7,-1.7263585638981
φέρω,8,62,-1.10478419697253
φέρω,9,8,-1.71505721177218
φέρω,10,17,-1.61334504263891
φέρω,10.5,214,+0.613021326167246
φέρω,11,5,-1.74896126814994
φέρωνα,4.5,1,
φέφφεος,1,1,
φἐρτατος,9,1,
φεαί,2.5,1,
φείδας,1,1,
φείδιππος,3,1,
φείδομαι,1,30,+1.02118351253645
φείδομαι,3,12,-0.594755232576176
φείδομαι,4,2,-1.49249897986097
φείδομαι,6,1,-1.58227335458945
φείδομαι,6.5,1,-1.58227335458945
φείδομαι,7,4,-1.31295023040401
φείδομαι,8,2,-1.49249897986097
φείδομαι,9,11,-0.684529607304655
φείδομαι,10,1,-1.58227335458945
φείδων,11,2,
φειά,1,1,
φειδώ,4,1,-1.73205080756888
φειδώ,11,3,+0.577350269189626
φειδωλή,3,1,
φειδωλός,1,1,
φενειός,10.5,1,
φενεός,2,1,
φενεός,4,1,
φεπίσβιον,6.5,1,
φεπρεσσακέεσσι,6.5,1,
φεραί,2.5,3,+0.577350269189626
φεραί,6.5,1,-1.73205080756888
φεραῖος,10.5,1,
φεραυγής,6.5,12,
φερέβοτρυν,4,1,
φερέζωος,2.5,1,
φερέκαρπος,4,4,
φερέοικος,4,2,
φερέοκον,4,1,
φερέπτολιν,6.5,2,
φερέπτολις,6.5,2,
φερέσβιος,6.5,29,
φερέσπονδον,6.5,1,
φερέσταχυν,6.5,1,
φερέσταχυς,6.5,1,
φερεσπόνδῳ,2.5,1,
φερεσσακής,2.5,2,-2.34520787991171
φερεσσακής,6.5,11,+0.426401432711221
φερεσταχύων,2.5,1,
φερεσταχύων,6.5,1,
φερσέφασσα,1,10,+0.690201385651975
φερσέφασσα,3,4,-1.1921660297625
φερσέφασσα,9,1,-2.13334973746974
φερυγέα,6.5,1,
φερώνυμος,6.5,19,
φερωνυμία,2.5,1,
φεύγω,1,95,+1.45376073734218
φεύγω,2,11,-1.4332712702553
φεύγω,2.5,23,-1.0208381263128
φεύγω,3,3,-1.70822669955029
φεύγω,4,71,+0.628894449457189
φεύγω,4.5,11,-1.4332712702553
φεύγω,5,1,-1.77696555687404
φεύγω,6,20,-1.12394641229842
φεύγω,6.5,46,-0.23034126708968
φεύγω,7,6,-1.60511841356467
φεύγω,8,41,-0.402188410399054
φεύγω,8.5,1,-1.77696555687404
φεύγω,9,4,-1.67385727088842
φεύγω,10,9,-1.50201012757905
φεύγω,10.5,39,-0.470927267722803
φεύγω,11,35,-0.608404982370302
φεῦ,1,3,
φεῦ,2,3,
φή,1,1,
φή,6,1,
φή,7,1,
φήγινος,9,1,
φήμη,1,8,-0.8125
φήμη,4,1,-2.375
φήμη,5,1,-2.375
φήμη,11,15,+0.75
φήμιος,1,1,
φήνη,1,1,
φήρ,1,4,+0.836660026534076
φήρ,5,2,-0.836660026534076
φήρ,11,1,-1.67332005306815
φῆμις,1,3,+0
φῆμις,5,2,-1.17260393995586
φῆμις,9,2,-1.17260393995586
φῆμις,11,4,+1.17260393995586
φηγεύς,1,2,
φηγός,1,7,+0.393597088022076
φηγός,3,1,-2.086064566517
φηγός,4,2,-1.67278762409382
φηγός,9,3,-1.25951068167064
φηγός,11,8,+0.806874030445256
φηλητεύω,9,1,
φηλητής,1,2,+1.4142135623731
φηλητής,3,1,-0.707106781186547
φηλητής,4,1,-0.707106781186547
φηλητής,6,1,-0.707106781186547
φηλητής,9,1,-0.707106781186547
φηλόω,1,1,
φημί,1,77,-1.11108169784668
φημί,2,792,+0.87077569745375
φημί,2.5,104,-1.0362423276745
φημί,3,11,-1.2940223804898
φημί,4,40,-1.21363935326782
φημί,4.5,17,-1.27739140934042
φημί,5,79,-1.10553804079689
φημί,6,35,-1.2274984958923
φημί,6.5,15,-1.28293506639022
φημί,8,73,-1.12216901194626
φημί,9,24,-1.25798860966615
φημί,10,54,-1.17483375391928
φημί,10.5,15,-1.28293506639022
φημί,11,58,-1.1637464398197
φημίζω,2.5,2,
φημίζω,3,2,
φημίζω,6.5,2,
φηραί,1,2,+0.5
φηραί,2,2,+0.5
φηραί,11,1,-2
φηρέος,1,1,
φηρεὺς,1,1,
φηρεύς,1,2,+0.707106781186547
φηρεύς,11,1,-1.4142135623731
φηρητιάδης,2,1,
φηρητιάδης,8,1,
φησιάδαο,3,1,
φθάζω,1,1,-1.34715062810913
φθάζω,7,2,-0.577350269189626
φθάζω,8,1,-1.34715062810913
φθάζω,9,4,+0.962250448649376
φθάνω,1,9,+1.0030921533292
φθάνω,2,6,-0.0791914857891474
φθάνω,3,3,-1.16147512490749
φθάνω,4,9,+1.0030921533292
φθάνω,5,2,-1.52223633794694
φθάνω,6,4,-0.800713911868045
φθάνω,7,1,-1.88299755098639
φθάνω,8,5,-0.439952698828596
φθάνω,9,1,-1.88299755098639
φθάνω,12,1,-1.88299755098639
φθέγγομαι,1,36,+0.989779549976727
φθέγγομαι,2,1,-2.15271707737919
φθέγγομαι,3,10,-1.3446465160591
φθέγγομαι,4,11,-1.25486089813464
φθέγγομαι,8,24,-0.0876478651167294
φθέγγομαι,9,2,-2.06293145945473
φθεγξεῖταί,1,1,
φθείρω,1,2,+0.5
φθείρω,4,2,+0.5
φθείρω,8,1,-2
φθεῖσθαι,1,3,
φθειρίζομαι,2,1,
φθίσειεν,4,1,
φθίσεται,1,1,
φθίσῃ,4,1,
φθίω,1,18,-0.37988174156149
φθίω,2,4,-1.33863089883573
φθίω,3,6,-1.20166673351084
φθίω,4,41,+1.19520615967476
φθίω,6,11,-0.859256320198609
φθίω,7,4,-1.33863089883573
φθίω,8,17,-0.448363824223936
φθίω,9,3,-1.40711298149817
φθίω,10,2,-1.47559506416062
φθῖος,4,3,-1.41421356237309
φθῖος,6,6,+0.707106781186547
φθινόπωρον,4,2,
φθινοπωρίς,6,3,-1.15470053837925
φθινοπωρίς,8,4,+0.866025403784438
φθινύθω,4,10,+0.766241095350685
φθινύθω,6,3,-1.79900083256248
φθινύθω,8,8,+0.0333148302326384
φθινύθω,10,1,-2.53192709768052
φθιραί,6,1,
φθισήνωρ,6,6,
φθισήνωρ,8,6,
φθισίμβροτος,6,6,
φθιώτης,4,1,
φθιῶτις,6,1,
φθλάκων,2,1,
φθόγγος,1,5,+0.878438127193422
φθόγγος,4,1,-1.38040277130395
φθόγγος,8,1,-1.38040277130395
φθόγγος,9,2,-0.815692546679606
φθόνος,2,11,+0.968533962086145
φθόνος,4,1,-1.74808568766768
φθόνος,6,2,-1.47642372269229
